Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
16/08/2020;Yémen;1869;530;1013;28.36;54.20;17.44
16/08/2020;Kosovo;11275;390;6961;3.46;61.74;34.80
16/08/2020;Viet Nam;964;24;456;2.49;47.30;50.21
16/08/2020;Venezuela;33755;281;22700;0.83;67.25;31.92
16/08/2020;St-Vincent / Grenadines;57;0;55;0.00;96.49;3.51
16/08/2020;Vatican;12;0;12;0.00;100.00;0.00
16/08/2020;Ouzbékistan;35329;232;30973;0.66;87.67;11.67
16/08/2020;Uruguay;1440;38;1200;2.64;83.33;14.03
16/08/2020;États-Unis;5403213;170052;1833067;3.15;33.93;62.93
16/08/2020;Ouganda;1500;13;1142;0.87;76.13;23.00
16/08/2020;Ukraine;93490;2100;49346;2.25;52.78;44.97
16/08/2020;Tanzanie;509;21;183;4.13;35.95;59.92
16/08/2020;Taïwan;484;7;450;1.45;92.98;5.58
16/08/2020;Trinité-et-Tobago;552;11;140;1.99;25.36;72.64
16/08/2020;Turquie;249309;5974;230969;2.40;92.64;4.96
16/08/2020;Tunisie;2107;54;1358;2.56;64.45;32.99
16/08/2020;Timor-Leste;25;0;24;0.00;96.00;4.00
16/08/2020;Tadjikistan;8065;64;6855;0.79;85.00;14.21
16/08/2020;Thaïlande;3378;58;3194;1.72;94.55;3.73
16/08/2020;Togo;1147;27;843;2.35;73.50;24.15
16/08/2020;Tchad;956;76;865;7.95;90.48;1.57
16/08/2020;Eswatini;3839;70;2268;1.82;59.08;39.10
16/08/2020;Syrie;1677;64;417;3.82;24.87;71.32
16/08/2020;El Salvador;22912;612;10807;2.67;47.17;50.16
16/08/2020;Sao Tomé-et-Principe;885;15;818;1.69;92.43;5.88
16/08/2020;Soudan du sud;2489;47;1175;1.89;47.21;50.90
16/08/2020;Suriname;3016;47;2036;1.56;67.51;30.94
16/08/2020;Somalie;3256;93;2374;2.86;72.91;24.23
16/08/2020;Sénégal;12162;253;7677;2.08;63.12;34.80
16/08/2020;Saint-Marin;699;42;657;6.01;93.99;0.00
16/08/2020;Sierra Leone;1956;69;1506;3.53;76.99;19.48
16/08/2020;Slovaquie;2902;31;1969;1.07;67.85;31.08
16/08/2020;Slovénie;2416;129;2051;5.34;84.89;9.77
16/08/2020;Singapour;55747;27;51953;0.05;93.19;6.76
16/08/2020;Suède;84294;5783;0;6.86;0.00;93.14
16/08/2020;Seychelles;127;0;126;0.00;99.21;0.79
16/08/2020;Soudan;12314;798;6350;6.48;51.57;41.95
16/08/2020;Arabie Saoudite;298542;3408;266953;1.14;89.42;9.44
16/08/2020;Rwanda;2453;8;1648;0.33;67.18;32.49
16/08/2020;Russie;920719;15653;731444;1.70;79.44;18.86
16/08/2020;Serbie;29682;674;0;2.27;0.00;97.73
16/08/2020;Roumanie;70461;2991;32587;4.24;46.25;49.51
16/08/2020;Réunion;855;5;657;0.58;76.84;22.57
16/08/2020;Qatar;115080;193;111794;0.17;97.14;2.69
16/08/2020;Paraguay;9791;138;6034;1.41;61.63;36.96
16/08/2020;Portugal;54102;1778;39697;3.29;73.37;23.34
16/08/2020;Palestine;16534;110;9838;0.67;59.50;39.83
16/08/2020;Pologne;56684;1877;39130;3.31;69.03;27.66
16/08/2020;Pakistan;289215;6175;269087;2.14;93.04;4.82
16/08/2020;Philippines;161253;2665;112586;1.65;69.82;28.53
16/08/2020;Papouasie-Nouvelle-Guinée;323;3;110;0.93;34.06;65.02
16/08/2020;Polynésie Française;166;0;64;0.00;38.55;61.45
16/08/2020;Pérou;525803;26075;365367;4.96;69.49;25.55
16/08/2020;Panama;81940;1767;55001;2.16;67.12;30.72
16/08/2020;Oman;83086;572;77680;0.69;93.49;5.82
16/08/2020;Nouvelle-Zélande;1631;22;1531;1.35;93.87;4.78
16/08/2020;Népal;26660;104;17335;0.39;65.02;34.59
16/08/2020;Norvège;10005;261;8857;2.61;88.53;8.87
16/08/2020;Pays-Bas;64468;6194;345;9.61;0.54;89.86
16/08/2020;Nicaragua;4115;128;2913;3.11;70.79;26.10
16/08/2020;Nigéria;49068;975;36497;1.99;74.38;23.63
16/08/2020;Niger;1167;69;1078;5.91;92.37;1.71
16/08/2020;Nouvelle-Calédonie;23;0;22;0.00;95.65;4.35
16/08/2020;Namibie;4154;35;2370;0.84;57.05;42.10
16/08/2020;Mozambique;2855;19;1163;0.67;40.74;58.60
16/08/2020;Malaisie;9200;125;8859;1.36;96.29;2.35
16/08/2020;Mexique;522162;56757;424298;10.87;81.26;7.87
16/08/2020;Malawi;5072;161;2626;3.17;51.77;45.05
16/08/2020;Maldives;5785;22;3349;0.38;57.89;41.73
16/08/2020;Maurice;346;10;334;2.89;96.53;0.58
16/08/2020;Malte;1306;9;749;0.69;57.35;41.96
16/08/2020;Martinique;336;16;98;4.76;29.17;66.07
16/08/2020;Mauritanie;6701;157;5985;2.34;89.32;8.34
16/08/2020;Macao;46;0;46;0.00;100.00;0.00
16/08/2020;Mongolie;298;0;276;0.00;92.62;7.38
16/08/2020;Birmanie;375;6;329;1.60;87.73;10.67
16/08/2020;Mali;2640;125;1987;4.73;75.27;20.00
16/08/2020;Macédoine;12739;544;9174;4.27;72.02;23.71
16/08/2020;Madagascar;13827;170;12424;1.23;89.85;8.92
16/08/2020;Saint Martin;109;4;49;3.67;44.95;51.38
16/08/2020;Montenegro;4035;77;2910;1.91;72.12;25.97
16/08/2020;Moldavie;30183;896;21220;2.97;70.30;26.73
16/08/2020;Monaco;146;4;114;2.74;78.08;19.18
16/08/2020;Maroc;42489;658;29344;1.55;69.06;29.39
16/08/2020;Libye;8172;153;933;1.87;11.42;86.71
16/08/2020;Lettonie;1322;32;1078;2.42;81.54;16.04
16/08/2020;Luxembourg;7458;123;6500;1.65;87.15;11.20
16/08/2020;Lituanie;2416;81;1704;3.35;70.53;26.12
16/08/2020;Lesotho;903;25;271;2.77;30.01;67.22
16/08/2020;Libéria;1257;82;788;6.52;62.69;30.79
16/08/2020;Sri Lanka;2893;11;2670;0.38;92.29;7.33
16/08/2020;Liechtenstein;91;1;87;1.10;95.60;3.30
16/08/2020;Sainte-Lucie;25;0;25;0.00;100.00;0.00
16/08/2020;Liban;8881;103;2724;1.16;30.67;68.17
16/08/2020;Laos;22;0;19;0.00;86.36;13.64
16/08/2020;Kazakhstan;103033;1269;82777;1.23;80.34;18.43
16/08/2020;Koweït;76205;501;68135;0.66;89.41;9.93
16/08/2020;Corée du Sud;15515;305;13917;1.97;89.70;8.33
16/08/2020;Saint-Kitts-et-Nevis;17;0;17;0.00;100.00;0.00
16/08/2020;Comores;405;7;379;1.73;93.58;4.69
16/08/2020;Cambodge;273;0;238;0.00;87.18;12.82
16/08/2020;Kirghizistan;41856;1495;34276;3.57;81.89;14.54
16/08/2020;Kenya;30120;474;16656;1.57;55.30;43.13
16/08/2020;Japon;56074;1103;40560;1.97;72.33;25.70
16/08/2020;Jordanie;1378;11;1236;0.80;89.70;9.51
16/08/2020;Jamaïque;1113;14;764;1.26;68.64;30.10
16/08/2020;Islande;2011;10;1880;0.50;93.49;6.02
16/08/2020;Italie;253915;35396;203786;13.94;80.26;5.80
16/08/2020;Iran;343203;19639;297486;5.72;86.68;7.60
16/08/2020;Iraq;176931;5860;125374;3.31;70.86;25.83
16/08/2020;Inde;2647663;50921;1919842;1.92;72.51;25.57
16/08/2020;Israël;92680;685;68510;0.74;73.92;25.34
16/08/2020;Irlande;27257;1774;23364;6.51;85.72;7.77
16/08/2020;Indonésie;139549;6150;93103;4.41;66.72;28.88
16/08/2020;Hongrie;4916;608;3623;12.37;73.70;13.93
16/08/2020;Haïti;7879;196;5235;2.49;66.44;31.07
16/08/2020;Croatie;6571;166;5220;2.53;79.44;18.03
16/08/2020;Honduras;50502;1575;7339;3.12;14.53;82.35
16/08/2020;Hong-Kong;4480;69;3549;1.54;79.22;19.24
16/08/2020;Guyana;709;23;349;3.24;49.22;47.53
16/08/2020;Guinée-Bissau;2117;33;1015;1.56;47.95;50.50
16/08/2020;Guatemala;62562;2379;50692;3.80;81.03;15.17
16/08/2020;Grèce;7075;228;1347;3.22;19.04;77.74
16/08/2020;Guinée Équatoriale;4821;83;2182;1.72;45.26;53.02
16/08/2020;Guadeloupe;446;14;289;3.14;64.80;32.06
16/08/2020;Guinée;8482;51;7364;0.60;86.82;12.58
16/08/2020;Gambie;1872;63;401;3.37;21.42;75.21
16/08/2020;Gibraltar;215;0;190;0.00;88.37;11.63
16/08/2020;Ghana;42532;231;40362;0.54;94.90;4.56
16/08/2020;Guyane Française;8588;53;7893;0.62;91.91;7.48
16/08/2020;Géorgie;1336;17;1088;1.27;81.44;17.29
16/08/2020;Grenade;24;0;23;0.00;95.83;4.17
16/08/2020;Gabon;8225;51;6277;0.62;76.32;23.06
16/08/2020;Royaume-Uni;320128;46791;1296;14.62;0.40;84.98
16/08/2020;France;258280;30410;83848;11.77;32.46;55.76
16/08/2020;Îles Féroé;372;0;225;0.00;60.48;39.52
16/08/2020;Fidji;28;1;20;3.57;71.43;25.00
16/08/2020;Finlande;7731;333;7050;4.31;91.19;4.50
16/08/2020;Éthiopie;29876;528;12359;1.77;41.37;56.87
16/08/2020;Espagne;342813;28617;150376;8.35;43.87;47.79
16/08/2020;Érythrée;285;0;248;0.00;87.02;12.98
16/08/2020;Sahara Occidental;10;1;8;10.00;80.00;10.00
16/08/2020;Égypte;96475;5160;59743;5.35;61.93;32.73
16/08/2020;Estonie;2190;63;1976;2.88;90.23;6.89
16/08/2020;Équateur;101542;6070;87022;5.98;85.70;8.32
16/08/2020;Algérie;38583;1370;27017;3.55;70.02;26.43
16/08/2020;République Dominicaine;86309;1453;52905;1.68;61.30;37.02
16/08/2020;Dominique;18;0;18;0.00;100.00;0.00
16/08/2020;Danemark;15631;621;13354;3.97;85.43;10.59
16/08/2020;Djibouti;5369;59;5202;1.10;96.89;2.01
16/08/2020;Allemagne;225007;9235;201187;4.10;89.41;6.48
16/08/2020;République Tchèque;20012;397;13799;1.98;68.95;29.06
16/08/2020;Chypre;1339;20;870;1.49;64.97;33.53
16/08/2020;Cap-vert;3179;35;2317;1.10;72.88;26.01
16/08/2020;Cuba;3316;88;2620;2.65;79.01;18.34
16/08/2020;Colombie;468332;15097;287436;3.22;61.37;35.40
16/08/2020;Costa Rica;28465;294;9062;1.03;31.84;67.13
16/08/2020;Chine;84849;4634;79605;5.46;93.82;0.72
16/08/2020;Cameroun;18469;401;16540;2.17;89.56;8.27
16/08/2020;Chili;385946;10452;358828;2.71;92.97;4.32
16/08/2020;Côte d'Ivoire;17026;110;13947;0.65;81.92;17.44
16/08/2020;Suisse;38124;1991;33300;5.22;87.35;7.43
16/08/2020;Congo (Brazzaville);3831;76;1625;1.98;42.42;55.60
16/08/2020;République Centrafricaine;4652;61;1728;1.31;37.15;61.54
16/08/2020;Rép. Dém. du Congo;9676;240;8705;2.48;89.96;7.55
16/08/2020;Canada;124004;9074;110202;7.32;88.87;3.81
16/08/2020;Belize;452;3;35;0.66;7.74;91.59
16/08/2020;Bélarus;69516;610;67072;0.88;96.48;2.64
16/08/2020;Botswana;1214;3;120;0.25;9.88;89.87
16/08/2020;Bhoutan;138;0;102;0.00;73.91;26.09
16/08/2020;Bahamas;1315;18;189;1.37;14.37;84.26
16/08/2020;Brésil;3340197;107852;2655017;3.23;79.49;17.28
16/08/2020;Bolivie;100344;4058;36491;4.04;36.37;59.59
16/08/2020;Saint Barthélemy;13;0;9;0.00;69.23;30.77
16/08/2020;Brunéi Darussalam;142;3;138;2.11;97.18;0.70
16/08/2020;Bénin;2063;39;1690;1.89;81.92;16.19
16/08/2020;Burundi;413;1;315;0.24;76.27;23.49
16/08/2020;Bahreïn;46835;170;43128;0.36;92.08;7.55
16/08/2020;Bulgarie;14365;498;9186;3.47;63.95;32.59
16/08/2020;Burkina Faso;1267;55;1013;4.34;79.95;15.71
16/08/2020;Belgique;78323;9939;17994;12.69;22.97;64.34
16/08/2020;Bangladesh;276549;3657;158950;1.32;57.48;41.20
16/08/2020;Barbade;151;7;122;4.64;80.79;14.57
16/08/2020;Bosnie-Herzégovine;15801;471;9619;2.98;60.88;36.14
16/08/2020;Azerbaïdjan;34219;506;31875;1.48;93.15;5.37
16/08/2020;Australie;23558;421;14083;1.79;59.78;38.43
16/08/2020;Autriche;23370;728;20681;3.12;88.49;8.39
16/08/2020;Argentine;294569;5703;211702;1.94;71.87;26.20
16/08/2020;Angola;1906;88;628;4.62;32.95;62.43
16/08/2020;Arménie;41663;818;34584;1.96;83.01;15.03
16/08/2020;Albanie;7380;228;3794;3.09;51.41;45.50
16/08/2020;Afghanistan;37596;1375;27166;3.66;72.26;24.09
16/08/2020;Antigua-et-Barbuda;93;3;88;3.23;94.62;2.15
16/08/2020;Émirats Arabes Unis;64312;364;57694;0.57;89.71;9.72
16/08/2020;Andorre;989;53;863;5.36;87.26;7.38
15/08/2020;Andorre;989;53;863;5.36;87.26;7.38
15/08/2020;Émirats Arabes Unis;64102;361;57571;0.56;89.81;9.63
15/08/2020;Antigua-et-Barbuda;93;3;83;3.23;89.25;7.53
15/08/2020;Afghanistan;37551;1370;27166;3.65;72.34;24.01
15/08/2020;Albanie;7260;225;3746;3.10;51.60;45.30
15/08/2020;Arménie;41495;817;34484;1.97;83.10;14.93
15/08/2020;Angola;1879;86;628;4.58;33.42;62.00
15/08/2020;Argentine;289100;5637;205697;1.95;71.15;26.90
15/08/2020;Autriche;23179;728;20627;3.14;88.99;7.87
15/08/2020;Australie;23287;396;13633;1.70;58.54;39.76
15/08/2020;Azerbaïdjan;34107;506;31697;1.48;92.93;5.58
15/08/2020;Bosnie-Herzégovine;15801;471;9619;2.98;60.88;36.14
15/08/2020;Barbade;150;7;121;4.67;80.67;14.67
15/08/2020;Bangladesh;274525;3625;157635;1.32;57.42;41.26
15/08/2020;Belgique;77869;9935;17981;12.76;23.09;64.15
15/08/2020;Burkina Faso;1240;54;1006;4.35;81.13;14.52
15/08/2020;Bulgarie;14333;495;9161;3.45;63.92;32.63
15/08/2020;Bahreïn;46430;170;42806;0.37;92.19;7.44
15/08/2020;Burundi;412;1;315;0.24;76.46;23.30
15/08/2020;Bénin;2063;39;1690;1.89;81.92;16.19
15/08/2020;Brunéi Darussalam;142;3;138;2.11;97.18;0.70
15/08/2020;Saint Barthélemy;13;0;9;0.00;69.23;30.77
15/08/2020;Bolivie;99146;4003;35638;4.04;35.94;60.02
15/08/2020;Brésil;3317096;107232;2622878;3.23;79.07;17.70
15/08/2020;Bahamas;1252;17;160;1.36;12.78;85.86
15/08/2020;Bhoutan;133;0;102;0.00;76.69;23.31
15/08/2020;Botswana;1214;3;120;0.25;9.88;89.87
15/08/2020;Bélarus;69308;603;66452;0.87;95.88;3.25
15/08/2020;Belize;388;3;35;0.77;9.02;90.21
15/08/2020;Canada;123825;9072;109933;7.33;88.78;3.89
15/08/2020;Rép. Dém. du Congo;9638;239;8597;2.48;89.20;8.32
15/08/2020;République Centrafricaine;4652;61;1728;1.31;37.15;61.54
15/08/2020;Congo (Brazzaville);3745;60;1625;1.60;43.39;55.01
15/08/2020;Suisse;37924;1991;33200;5.25;87.54;7.21
15/08/2020;Côte d'Ivoire;16993;108;13759;0.64;80.97;18.40
15/08/2020;Chili;383902;10395;356951;2.71;92.98;4.31
15/08/2020;Cameroun;18469;401;16540;2.17;89.56;8.27
15/08/2020;Chine;84827;4634;79574;5.46;93.81;0.73
15/08/2020;Costa Rica;27737;291;9010;1.05;32.48;66.47
15/08/2020;Colombie;456689;14810;274420;3.24;60.09;36.67
15/08/2020;Cuba;3292;88;2568;2.67;78.01;19.32
15/08/2020;Cap-vert;3163;34;2302;1.07;72.78;26.15
15/08/2020;Chypre;1332;20;870;1.50;65.32;33.18
15/08/2020;République Tchèque;19891;395;13763;1.99;69.19;28.82
15/08/2020;Allemagne;224488;9235;200756;4.11;89.43;6.46
15/08/2020;Djibouti;5367;59;5181;1.10;96.53;2.37
15/08/2020;Danemark;15497;621;13289;4.01;85.75;10.24
15/08/2020;Dominique;18;0;18;0.00;100.00;0.00
15/08/2020;République Dominicaine;85545;1438;51356;1.68;60.03;38.29
15/08/2020;Algérie;38133;1360;26644;3.57;69.87;26.56
15/08/2020;Équateur;100688;6065;79354;6.02;78.81;15.16
15/08/2020;Estonie;2184;63;1976;2.88;90.48;6.64
15/08/2020;Égypte;96336;5141;58835;5.34;61.07;33.59
15/08/2020;Sahara Occidental;10;1;8;10.00;80.00;10.00
15/08/2020;Érythrée;285;0;248;0.00;87.02;12.98
15/08/2020;Espagne;342813;28617;150376;8.35;43.87;47.79
15/08/2020;Éthiopie;28894;509;12037;1.76;41.66;56.58
15/08/2020;Finlande;7720;333;7050;4.31;91.32;4.37
15/08/2020;Fidji;28;1;20;3.57;71.43;25.00
15/08/2020;Îles Féroé;370;0;225;0.00;60.81;39.19
15/08/2020;France;255265;30409;83848;11.91;32.85;55.24
15/08/2020;Royaume-Uni;319023;46791;1296;14.67;0.41;84.93
15/08/2020;Gabon;8225;51;6277;0.62;76.32;23.06
15/08/2020;Grenade;24;0;23;0.00;95.83;4.17
15/08/2020;Géorgie;1321;17;1088;1.29;82.36;16.35
15/08/2020;Guyane Française;8588;53;7893;0.62;91.91;7.48
15/08/2020;Ghana;42210;231;40147;0.55;95.11;4.34
15/08/2020;Gibraltar;209;0;190;0.00;90.91;9.09
15/08/2020;Gambie;1689;54;347;3.20;20.54;76.26
15/08/2020;Guinée;8343;50;7210;0.60;86.42;12.98
15/08/2020;Guadeloupe;446;14;289;3.14;64.80;32.06
15/08/2020;Guinée Équatoriale;4821;83;2182;1.72;45.26;53.02
15/08/2020;Grèce;6858;226;1347;3.30;19.64;77.06
15/08/2020;Guatemala;62313;2355;50183;3.78;80.53;15.69
15/08/2020;Guinée-Bissau;2117;33;1015;1.56;47.95;50.50
15/08/2020;Guyana;674;22;310;3.26;45.99;50.74
15/08/2020;Hong-Kong;4406;69;3488;1.57;79.16;19.27
15/08/2020;Honduras;49979;1567;7255;3.14;14.52;82.35
15/08/2020;Croatie;6420;165;5193;2.57;80.89;16.54
15/08/2020;Haïti;7831;196;5235;2.50;66.85;30.65
15/08/2020;Hongrie;4877;607;3606;12.45;73.94;13.61
15/08/2020;Indonésie;137468;6071;91321;4.42;66.43;29.15
15/08/2020;Irlande;27191;1774;23364;6.52;85.93;7.55
15/08/2020;Israël;92233;674;67950;0.73;73.67;25.60
15/08/2020;Inde;2589952;49980;1862258;1.93;71.90;26.17
15/08/2020;Iraq;172583;5785;122700;3.35;71.10;25.55
15/08/2020;Iran;341070;19492;295630;5.71;86.68;7.61
15/08/2020;Italie;253438;35392;203640;13.96;80.35;5.68
15/08/2020;Islande;1999;10;1870;0.50;93.55;5.95
15/08/2020;Jamaïque;1082;14;761;1.29;70.33;28.37
15/08/2020;Jordanie;1339;11;1229;0.82;91.78;7.39
15/08/2020;Japon;55051;1093;39439;1.99;71.64;26.37
15/08/2020;Kenya;29849;472;15970;1.58;53.50;44.92
15/08/2020;Kirghizistan;41645;1493;33951;3.59;81.52;14.89
15/08/2020;Cambodge;273;0;238;0.00;87.18;12.82
15/08/2020;Comores;403;7;379;1.74;94.04;4.22
15/08/2020;Saint-Kitts-et-Nevis;17;0;17;0.00;100.00;0.00
15/08/2020;Corée du Sud;15318;305;13910;1.99;90.81;7.20
15/08/2020;Koweït;75697;498;67519;0.66;89.20;10.15
15/08/2020;Kazakhstan;102696;1269;81558;1.24;79.42;19.35
15/08/2020;Laos;22;0;19;0.00;86.36;13.64
15/08/2020;Liban;8442;97;2650;1.15;31.39;67.46
15/08/2020;Sainte-Lucie;25;0;25;0.00;100.00;0.00
15/08/2020;Liechtenstein;91;1;87;1.10;95.60;3.30
15/08/2020;Sri Lanka;2890;11;2666;0.38;92.25;7.37
15/08/2020;Libéria;1257;82;788;6.52;62.69;30.79
15/08/2020;Lesotho;903;25;271;2.77;30.01;67.22
15/08/2020;Lituanie;2386;81;1704;3.39;71.42;25.19
15/08/2020;Luxembourg;7439;123;6500;1.65;87.38;10.97
15/08/2020;Lettonie;1315;32;1078;2.43;81.98;15.59
15/08/2020;Libye;7738;145;894;1.87;11.55;86.57
15/08/2020;Maroc;41017;632;28566;1.54;69.64;28.81
15/08/2020;Monaco;146;4;114;2.74;78.08;19.18
15/08/2020;Moldavie;29905;895;20908;2.99;69.91;27.09
15/08/2020;Montenegro;3960;75;2830;1.89;71.46;26.64
15/08/2020;Saint Martin;109;4;49;3.67;44.95;51.38
15/08/2020;Madagascar;13724;166;12232;1.21;89.13;9.66
15/08/2020;Macédoine;12653;539;9123;4.26;72.10;23.64
15/08/2020;Mali;2614;125;1986;4.78;75.98;19.24
15/08/2020;Birmanie;374;6;324;1.60;86.63;11.76
15/08/2020;Mongolie;298;0;276;0.00;92.62;7.38
15/08/2020;Macao;46;0;46;0.00;100.00;0.00
15/08/2020;Mauritanie;6693;157;5928;2.35;88.57;9.08
15/08/2020;Martinique;336;16;98;4.76;29.17;66.07
15/08/2020;Malte;1348;9;782;0.67;58.01;41.32
15/08/2020;Maurice;346;10;334;2.89;96.53;0.58
15/08/2020;Maldives;5679;22;3208;0.39;56.49;43.12
15/08/2020;Malawi;5026;157;2623;3.12;52.19;44.69
15/08/2020;Mexique;517714;56543;418164;10.92;80.77;8.31
15/08/2020;Malaisie;9175;125;8831;1.36;96.25;2.39
15/08/2020;Mozambique;2791;19;1136;0.68;40.70;58.62
15/08/2020;Namibie;3907;35;2352;0.90;60.20;38.90
15/08/2020;Nouvelle-Calédonie;23;0;22;0.00;95.65;4.35
15/08/2020;Niger;1165;69;1077;5.92;92.45;1.63
15/08/2020;Nigéria;48770;974;36290;2.00;74.41;23.59
15/08/2020;Nicaragua;4115;128;2913;3.11;70.79;26.10
15/08/2020;Pays-Bas;63889;6191;338;9.69;0.53;89.78
15/08/2020;Norvège;9965;261;8857;2.62;88.88;8.50
15/08/2020;Népal;26019;102;17201;0.39;66.11;33.50
15/08/2020;Nouvelle-Zélande;1622;22;1531;1.36;94.39;4.25
15/08/2020;Oman;82924;562;77550;0.68;93.52;5.80
15/08/2020;Panama;80665;1746;53857;2.16;66.77;31.07
15/08/2020;Pérou;516296;25856;359781;5.01;69.69;25.31
15/08/2020;Polynésie Française;166;0;64;0.00;38.55;61.45
15/08/2020;Papouasie-Nouvelle-Guinée;271;3;78;1.11;28.78;70.11
15/08/2020;Philippines;157918;2600;72209;1.65;45.73;52.63
15/08/2020;Pakistan;288047;6162;265624;2.14;92.22;5.65
15/08/2020;Pologne;56090;1869;38853;3.33;69.27;27.40
15/08/2020;Palestine;16153;108;9388;0.67;58.12;41.21
15/08/2020;Portugal;53981;1775;39585;3.29;73.33;23.38
15/08/2020;Paraguay;9381;127;5841;1.35;62.26;36.38
15/08/2020;Qatar;114809;192;111505;0.17;97.12;2.71
15/08/2020;Réunion;816;5;657;0.61;80.51;18.87
15/08/2020;Roumanie;69374;2954;32334;4.26;46.61;49.13
15/08/2020;Serbie;29471;670;0;2.27;0.00;97.73
15/08/2020;Russie;915808;15585;727895;1.70;79.48;18.82
15/08/2020;Rwanda;2352;8;1631;0.34;69.35;30.31
15/08/2020;Arabie Saoudite;297315;3369;264487;1.13;88.96;9.91
15/08/2020;Soudan;12211;796;6340;6.52;51.92;41.56
15/08/2020;Seychelles;127;0;126;0.00;99.21;0.79
15/08/2020;Suède;84294;5783;0;6.86;0.00;93.14
15/08/2020;Singapour;55661;27;51521;0.05;92.56;7.39
15/08/2020;Slovénie;2401;129;2042;5.37;85.05;9.58
15/08/2020;Slovaquie;2855;31;1969;1.09;68.97;29.95
15/08/2020;Sierra Leone;1954;69;1505;3.53;77.02;19.45
15/08/2020;Saint-Marin;699;42;657;6.01;93.99;0.00
15/08/2020;Sénégal;12032;251;7637;2.09;63.47;34.44
15/08/2020;Somalie;3250;93;2268;2.86;69.78;27.35
15/08/2020;Suriname;2961;42;1990;1.42;67.21;31.37
15/08/2020;Soudan du sud;2488;47;1175;1.89;47.23;50.88
15/08/2020;Sao Tomé-et-Principe;885;15;815;1.69;92.09;6.21
15/08/2020;El Salvador;22619;603;10618;2.67;46.94;50.39
15/08/2020;Syrie;1593;60;408;3.77;25.61;70.62
15/08/2020;Eswatini;3745;69;2268;1.84;60.56;37.60
15/08/2020;Tchad;952;76;864;7.98;90.76;1.26
15/08/2020;Togo;1130;27;836;2.39;73.98;23.63
15/08/2020;Thaïlande;3376;58;3193;1.72;94.58;3.70
15/08/2020;Tadjikistan;8029;64;6815;0.80;84.88;14.32
15/08/2020;Timor-Leste;25;0;24;0.00;96.00;4.00
15/08/2020;Tunisie;2023;54;1327;2.67;65.60;31.74
15/08/2020;Turquie;248117;5955;229972;2.40;92.69;4.91
15/08/2020;Trinité-et-Tobago;497;10;139;2.01;27.97;70.02
15/08/2020;Taïwan;482;7;450;1.45;93.36;5.19
15/08/2020;Tanzanie;509;21;183;4.13;35.95;59.92
15/08/2020;Ukraine;91795;2076;48946;2.26;53.32;44.42
15/08/2020;Ouganda;1434;13;1142;0.91;79.64;19.46
15/08/2020;États-Unis;5361165;169481;1818527;3.16;33.92;62.92
15/08/2020;Uruguay;1434;38;1194;2.65;83.26;14.09
15/08/2020;Ouzbékistan;34528;225;29328;0.65;84.94;14.41
15/08/2020;Vatican;12;0;12;0.00;100.00;0.00
15/08/2020;St-Vincent / Grenadines;57;0;55;0.00;96.49;3.51
15/08/2020;Venezuela;32607;276;21747;0.85;66.69;32.46
15/08/2020;Viet Nam;951;24;447;2.52;47.00;50.47
15/08/2020;Kosovo;11275;390;6961;3.46;61.74;34.80
15/08/2020;Yémen;1858;528;1013;28.42;54.52;17.06
15/08/2020;Mayotte;3119;39;2940;1.25;94.26;4.49
15/08/2020;Afrique du Sud;583653;11677;466941;2.00;80.00;18.00
15/08/2020;Zambie;9186;260;8065;2.83;87.80;9.37
15/08/2020;Zimbabwe;5176;130;2047;2.51;39.55;57.94
15/08/2020;Autres;721;15;651;2.08;90.29;7.63
14/08/2020;Autres;721;15;651;2.08;90.29;7.63
14/08/2020;Zimbabwe;5072;128;1998;2.52;39.39;58.08
14/08/2020;Zambie;9021;256;7586;2.84;84.09;13.07
14/08/2020;Afrique du Sud;579140;11556;461734;2.00;79.73;18.28
14/08/2020;Mayotte;3119;39;2940;1.25;94.26;4.49
14/08/2020;Yémen;1858;528;1009;28.42;54.31;17.28
14/08/2020;Kosovo;11130;381;6817;3.42;61.25;35.33
14/08/2020;Viet Nam;930;22;437;2.37;46.99;50.65
14/08/2020;Venezuela;31381;266;21580;0.85;68.77;30.38
14/08/2020;St-Vincent / Grenadines;57;0;55;0.00;96.49;3.51
14/08/2020;Vatican;12;0;12;0.00;100.00;0.00
14/08/2020;Ouzbékistan;33821;220;27825;0.65;82.27;17.08
14/08/2020;Uruguay;1421;38;1182;2.67;83.18;14.14
14/08/2020;États-Unis;5313252;168452;1796326;3.17;33.81;63.02
14/08/2020;Ouganda;1385;12;1142;0.87;82.45;16.68
14/08/2020;Ukraine;89917;2042;48288;2.27;53.70;44.03
14/08/2020;Tanzanie;509;21;183;4.13;35.95;59.92
14/08/2020;Taïwan;481;7;450;1.46;93.56;4.99
14/08/2020;Trinité-et-Tobago;426;10;139;2.35;32.63;65.02
14/08/2020;Turquie;246861;5934;228980;2.40;92.76;4.84
14/08/2020;Tunisie;1903;53;1320;2.79;69.36;27.85
14/08/2020;Timor-Leste;25;0;24;0.00;96.00;4.00
14/08/2020;Tadjikistan;7989;63;6777;0.79;84.83;14.38
14/08/2020;Thaïlande;3376;58;3173;1.72;93.99;4.30
14/08/2020;Togo;1124;26;806;2.31;71.71;25.98
14/08/2020;Tchad;951;76;862;7.99;90.64;1.37
